cruise,cast,niskin,date,latitude,longitude,depth,sample_id,replicate,nitrate_nitrite,ammonium,phosphate,silicate,alternate_sample_id,project_id,nearest_station,station_distance
EN608,8,9,2018-02-01 19:25:56+00:00,40.69446,-70.88457,29.65,307,a,1.990194661181948,1.1039350902483096,0.4792081478124085,1.399920145996833,,LTER,L4,0.27091995129316615
EN608,8,9,2018-02-01 19:25:56+00:00,40.69446,-70.88457,29.65,308,b,1.971433590490551,1.118628103871845,0.472998107020023,1.3902444520084951,,LTER,L4,0.27091995129316615
EN608,8,12,2018-02-01 19:28:22+00:00,40.69375,-70.8845,14.602,309,a,1.9643348069856983,1.0059816660914054,0.4740331138187539,1.405521863569028,,LTER,L4,0.3429336688237218
EN608,8,12,2018-02-01 19:28:22+00:00,40.69375,-70.8845,14.602,310,b,1.9420243445418752,1.1558504050514686,0.4781731410136775,1.4004293930488505,,LTER,L4,0.3429336688237218
EN608,8,16,2018-02-01 19:30:57+00:00,40.693020000000004,-70.88424,5.443,311,a,2.0114910116965063,1.2033578157675673,0.4859356920041593,1.3973739107367438,,LTER,L4,0.41630842420512465
EN608,8,16,2018-02-01 19:30:57+00:00,40.693020000000004,-70.88424,5.443,312,b,1.9481090161174632,1.4389358008649218,0.4802431546111394,1.3892259579044597,,LTER,L4,0.41630842420512465
EN608,9,2,2018-02-01 23:38:30+00:00,40.52352,-70.89457,71.33823307950566,313,a,4.5868282560641775,1.3164940206687916,0.516468392566721,2.0451361609033394,,LTER,L5,1.1957074760291388
EN608,9,2,2018-02-01 23:38:30+00:00,40.52352,-70.89457,71.33823307950566,314,b,4.594434095533663,1.3723274724382268,0.5169858959660865,2.050737878475535,,LTER,L5,1.1957074760291388
EN608,9,4,2018-02-01 23:41:26+00:00,40.52312,-70.89524,45.542070774238425,315,a,4.56350368169109,1.4379562666233527,0.5112933585730665,2.0257847729266643,,LTER,L5,1.267781864910879
EN608,9,4,2018-02-01 23:41:26+00:00,40.52312,-70.89524,45.542070774238425,316,b,4.534094435742414,1.2528242949668038,0.5175033993654519,2.0227292906145578,,LTER,L5,1.267781864910879
EN608,9,9,2018-02-01 23:44:13+00:00,40.522659999999995,-70.89578,29.43022037447544,317,a,4.543221443105797,1.347839116399001,0.505083317780681,1.998285432117705,,LTER,L5,1.3351470239677106
EN608,9,9,2018-02-01 23:44:13+00:00,40.522659999999995,-70.89578,29.43022037447544,318,b,4.809425824537779,0.5309075589304204,0.5226784333591064,2.032914231654913,,LTER,L5,1.3351470239677106
EN608,9,12,2018-02-01 23:46:46+00:00,40.52234,-70.8963,14.822302961751321,319,a,4.6355056286688825,0.6846944348567598,0.5185384061641828,2.0369882080710546,,LTER,L5,1.3917411191529263
EN608,9,12,2018-02-01 23:46:46+00:00,40.52234,-70.8963,14.822302961751321,320,b,4.6131951662250605,0.7228962702779524,0.5195734129629137,2.027821761134736,,LTER,L5,1.3917411191529263
EN608,9,16,2018-02-01 23:49:07+00:00,40.522079999999995,-70.8966,4.998107709639905,321,a,4.621815117623808,0.8585617627352647,0.5200909163622791,2.034951219862984,,LTER,L5,1.4295273673166304
EN608,9,16,2018-02-01 23:49:07+00:00,40.522079999999995,-70.8966,4.998107709639905,322,b,4.622322173588442,1.0500607069620125,0.5195734129629137,2.0227292906145578,,LTER,L5,1.4295273673166304
EN608,12,1,2018-02-02 09:18:54+00:00,40.35838,-70.88038,88.07700000000001,323,a,6.242873036553411,1.131362049012243,0.6437742288106221,3.7205589620417823,,LTER,L6,0.5999922351372872
EN608,12,1,2018-02-02 09:18:54+00:00,40.35838,-70.88038,88.07700000000001,324,b,6.358481796489586,0.995206789434146,0.6272141200309277,3.70731853868932,,LTER,L6,0.5999922351372872
EN608,12,4,2018-02-02 09:22:28+00:00,40.3577,-70.8803,75.04,325,a,6.226647245685176,0.39377276511075465,0.6354941744207749,3.290754450138789,,LTER,L6,0.6720223045487372
EN608,12,4,2018-02-02 09:22:28+00:00,40.3577,-70.8803,75.04,326,b,6.09075624716371,0.5407029013461109,0.6375641880182367,3.2652920975379014,,LTER,L6,0.6720223045487372
EN608,12,8,2018-02-02 09:25:23+00:00,40.35719,-70.88016,54.591,327,a,5.807819018898861,0.6984079142387264,0.6251441064334659,2.932244525518284,,LTER,L6,0.729009009928589
EN608,12,8,2018-02-02 09:25:23+00:00,40.35719,-70.88016,54.591,328,b,5.85294699975114,0.7723627494771891,0.6241090996347349,2.9144208786976624,,LTER,L6,0.729009009928589
EN608,12,11,2018-02-02 09:27:54+00:00,40.356790000000004,-70.88002,35.583,329,a,5.39203312790034,1.109812295697724,0.589953875276615,2.633825753035874,,LTER,L6,0.7747146192817184
EN608,12,11,2018-02-02 09:27:54+00:00,40.356790000000004,-70.88002,35.583,330,b,5.643532886357982,1.085323939658498,0.6251441064334659,2.8079882448259497,,LTER,L6,0.7747146192817184
EN608,12,14,2018-02-02 09:30:24+00:00,40.3565,-70.88006,14.597000000000001,331,a,5.6810550277407765,1.2567424319330802,0.6334241608233131,2.800858786097701,,LTER,L6,0.8036757434856658
EN608,12,14,2018-02-02 09:30:24+00:00,40.3565,-70.88006,14.597000000000001,332,b,5.658237509332321,0.8365222422999614,0.6246266030341003,2.8054420095658603,,LTER,L6,0.8036757434856658
EN608,12,18,2018-02-02 09:32:47+00:00,40.35614,-70.88002,4.76,333,a,4.845426798026673,1.3233507603597747,0.5537286373210335,2.4280899440206976,,LTER,L6,0.8424628513200155
EN608,12,18,2018-02-02 09:32:47+00:00,40.35614,-70.88002,4.76,334,b,5.6354199909238645,1.111771364180862,0.6261791132321968,2.8079882448259497,,LTER,L6,0.8424628513200155
EN608,14,1,2018-02-02 15:24:27+00:00,40.21386,-70.89621,120.295,335,a,14.055591339608558,1.0138179400239578,0.945996214040046,8.672986542914536,,LTER,L7,1.800077240205357
EN608,14,1,2018-02-02 15:24:27+00:00,40.21386,-70.89621,120.295,336,b,14.104268712213262,0.9658207621870748,0.9449612072413152,8.651088919677768,,LTER,L7,1.800077240205357
EN608,14,5,2018-02-02 15:26:58+00:00,40.213359999999994,-70.89681999999999,103.931,337,a,12.667272108445204,1.2910261303879966,0.8569856293491882,6.888075625592272,,LTER,L7,1.8757643775818669
